63360 126216 
21895 21896 17 
21672 21897 10 
21896 21897 11 
21673 21898 12 
21897 21898 17 
21674 21899 10 
21898 21899 15 
21675 21900 14 
21899 21900 11 
21676 21901 13 
21900 21901 15 
21677 21902 16 
21901 21902 17 
21678 21903 11 
21902 21903 12 
21679 21904 20 
21903 21904 11 
21680 21905 11 
21904 21905 18 
21681 21906 12 
21905 21906 12 
21682 21907 14 
21906 21907 14 
21683 21908 19 
21907 21908 13 
21684 21909 17 
21908 21909 11 
21685 21910 10 
21909 21910 11 
21686 21911 10 
21910 21911 12 
21687 21912 11 
21911 21912 20 
21688 21913 16 
21912 21913 11 
21689 21914 12 
21913 21914 15 
21690 21915 16 
21914 21915 11 
21691 21916 12 
21915 21916 19 
21692 21917 19 
21916 21917 16 
21693 21918 12 
21917 21918 20 
21694 21919 20 
21918 21919 16 
21695 21920 20 
21919 21920 12 
21696 21921 12 
21920 21921 12 
21697 21922 13 
21921 21922 12 
21698 21923 20 
21922 21923 11 
21699 21924 16 
21923 21924 19 
21700 21925 14 
21701 21926 15 
21925 21926 18 
21702 21927 12 
21926 21927 12 
21703 21928 10 
21927 21928 19 
21704 21929 20 
21928 21929 10 
21705 21930 20 
21929 21930 18 
21706 21931 14 
21930 21931 19 
21707 21932 18 
21931 21932 17 
21708 21933 20 
21932 21933 15 
21709 21934 11 
21933 21934 15 
21710 21935 10 
21934 21935 19 
21711 21936 19 
21935 21936 13 
21712 21937 20 
21936 21937 16 
21713 21938 13 
21937 21938 11 
21714 21939 14 
21938 21939 10 
21715 21940 12 
21939 21940 16 
21716 21941 12 
21940 21941 14 
21717 21942 17 
21941 21942 15 
21718 21943 19 
21942 21943 12 
21719 21944 12 
21943 21944 13 
21720 21945 20 
21944 21945 10 
21721 21946 16 
21945 21946 15 
21722 21947 14 
21946 21947 16 
21723 21948 15 
21947 21948 19 
21724 21949 20 
21948 21949 16 
21725 21950 18 
21949 21950 10 
21726 21951 11 
21950 21951 15 
21727 21952 11 
21951 21952 13 
21728 21953 10 
21952 21953 13 
21729 21954 18 
21953 21954 20 
21730 21955 13 
21954 21955 10 
61260 21955 17 
21734 21956 18 
61223 21956 12 
61180 21956 18 
21735 21957 17 
21956 21957 20 
61179 21957 19 
21736 21958 10 
21957 21958 20 
61178 21958 19 
21737 21959 13 
21958 21959 19 
61177 21959 14 
21738 21960 20 
21959 21960 11 
61176 21960 20 
21739 21961 10 
21960 21961 12 
61175 21961 20 
21740 21962 20 
21961 21962 20 
61174 21962 10 
21741 21963 11 
21962 21963 10 
61222 21963 16 
21743 21964 17 
61220 21964 15 
21744 21965 16 
21964 21965 18 
61262 21966 17 
21965 21966 17 
61219 21966 20 
21745 21967 18 
61219 21967 16 
21746 21968 20 
21967 21968 18 
21747 21969 19 
21968 21969 12 
21748 21970 11 
21969 21970 12 
21749 21971 10 
21970 21971 10 
21750 21972 11 
21971 21972 18 
21751 21973 15 
21972 21973 20 
21752 21974 18 
21973 21974 13 
21753 21975 17 
21974 21975 10 
21754 21976 18 
21975 21976 14 
21755 21977 17 
21976 21977 20 
21756 21978 10 
21977 21978 18 
21757 21979 18 
21978 21979 19 
21758 21980 16 
21979 21980 16 
21759 21981 20 
21980 21981 15 
21760 21982 13 
21981 21982 19 
21761 21983 10 
21982 21983 19 
21762 21984 14 
21983 21984 14 
21763 21985 10 
21984 21985 19 
21764 21986 12 
21985 21986 15 
21765 21987 19 
21986 21987 15 
21766 21988 13 
21987 21988 16 
21767 21989 13 
21988 21989 10 
21768 21990 13 
21989 21990 14 
21769 21991 11 
21990 21991 15 
21770 21992 14 
21991 21992 10 
21771 21993 20 
21992 21993 10 
21772 21994 20 
21993 21994 18 
21773 21995 18 
21994 21995 13 
21774 21996 13 
21995 21996 10 
21775 21997 12 
21996 21997 19 
21776 21998 13 
21997 21998 10 
21777 21999 10 
21998 21999 19 
21778 22000 13 
21999 22000 15 
21779 22001 16 
22000 22001 16 
21780 22002 19 
22001 22002 11 
21781 22003 17 
22002 22003 18 
21782 22004 10 
22003 22004 13 
21783 22005 17 
22004 22005 11 
21784 22006 20 
22005 22006 15 
21785 22007 13 
22006 22007 20 
21786 22008 12 
22007 22008 13 
21787 22009 15 
22008 22009 19 
21788 22010 10 
22009 22010 11 
21789 22011 19 
22010 22011 18 
21790 22012 15 
22011 22012 18 
21791 22013 13 
22012 22013 15 
21792 22014 17 
22013 22014 19 
21793 22015 13 
22014 22015 11 
21794 22016 19 
22015 22016 14 
21795 22017 16 
22016 22017 19 
21796 22018 17 
22017 22018 12 
21797 22019 13 
22018 22019 18 
21798 22020 16 
22019 22020 11 
21799 22021 12 
22020 22021 10 
21800 22022 19 
22021 22022 10 
21801 22023 18 
22022 22023 19 
21802 22024 17 
22023 22024 15 
21803 22025 17 
22024 22025 18 
21804 22026 17 
22025 22026 11 
21805 22027 18 
22026 22027 20 
21806 22028 11 
22027 22028 16 
21807 22029 18 
22028 22029 14 
21808 22030 18 
22029 22030 17 
21809 22031 20 
22030 22031 19 
21810 22032 19 
22031 22032 12 
21811 22033 13 
22032 22033 19 
21812 22034 18 
22033 22034 19 
21813 22035 16 
22034 22035 13 
21814 22036 16 
22035 22036 19 
21815 22037 18 
22036 22037 11 
21816 22038 11 
22037 22038 10 
21817 22039 19 
22038 22039 16 
21818 22040 11 
22039 22040 16 
21819 22041 18 
22040 22041 18 
21820 22042 12 
22041 22042 17 
21821 22043 16 
22042 22043 10 
21822 22044 19 
22043 22044 10 
21823 22045 16 
22044 22045 10 
21824 22046 10 
22045 22046 20 
21825 22047 17 
22046 22047 20 
21826 22048 10 
22047 22048 12 
21827 22049 17 
22048 22049 17 
21828 22050 19 
22049 22050 16 
21829 22051 15 
22050 22051 13 
21830 22052 16 
22051 22052 19 
21831 22053 11 
22052 22053 19 
21832 22054 10 
22053 22054 16 
21833 22055 19 
22054 22055 15 
21834 22056 17 
22055 22056 11 
21835 22057 12 
22056 22057 11 
21836 22058 15 
22057 22058 13 
21837 22059 13 
22058 22059 16 
21838 22060 14 
22059 22060 20 
21839 22061 19 
22060 22061 13 
21840 22062 19 
22061 22062 18 
21841 22063 15 
22062 22063 14 
21842 22064 17 
22063 22064 15 
21843 22065 13 
22064 22065 16 
21844 22066 16 
22065 22066 10 
21845 22067 16 
22066 22067 16 
21846 22068 13 
22067 22068 16 
21847 22069 16 
22068 22069 12 
21848 22070 16 
22069 22070 15 
21849 22071 20 
22070 22071 12 
21850 22072 17 
22071 22072 12 
21851 22073 11 
22072 22073 10 
21852 22074 19 
22073 22074 13 
21853 22075 15 
22074 22075 17 
21854 22076 10 
22075 22076 16 
21855 22077 12 
22076 22077 18 
21856 22078 17 
22077 22078 19 
21857 22079 19 
22078 22079 16 
21858 22080 15 
22079 22080 10 
21859 22081 18 
22080 22081 13 
21860 22082 20 
22081 22082 12 
21861 22083 14 
22082 22083 12 
21862 22084 13 
22083 22084 15 
21863 22085 19 
22084 22085 13 
21864 22086 10 
22085 22086 15 
21865 22087 17 
22086 22087 12 
21866 22088 17 
22087 22088 18 
21867 22089 13 
22088 22089 12 
21868 22090 14 
22089 22090 11 
21869 22091 12 
22090 22091 15 
21870 22092 15 
22091 22092 19 
21871 22093 14 
22092 22093 17 
21872 22094 16 
22093 22094 14 
21873 22095 10 
22094 22095 11 
21874 22096 16 
22095 22096 16 
21875 22097 15 
22096 22097 12 
21876 22098 13 
22097 22098 15 
21877 22099 14 
22098 22099 18 
21878 22100 12 
22099 22100 13 
21879 22101 10 
22100 22101 16 
21880 22102 20 
22101 22102 10 
21881 22103 18 
22102 22103 15 
21882 22104 16 
22103 22104 19 
21883 22105 20 
22104 22105 18 
21884 22106 20 
22105 22106 11 
21885 22107 17 
22106 22107 14 
21886 22108 16 
22107 22108 20 
21887 22109 16 
22108 22109 18 
21888 22110 20 
22109 22110 14 
21889 22111 10 
22110 22111 16 
21890 22112 10 
22111 22112 11 
21891 22113 13 
22112 22113 10 
21892 22114 20 
22113 22114 14 
21893 22115 11 
22114 22115 12 
21894 22116 13 
22115 22116 11 
21895 22117 11 
22116 22117 14 
21896 22118 16 
22117 22118 11 
21897 22119 10 
22118 22119 14 
21898 22120 19 
22119 22120 12 
21899 22121 16 
22120 22121 18 
21900 22122 15 
22121 22122 13 
21901 22123 14 
22122 22123 18 
21902 22124 11 
22123 22124 17 
21903 22125 16 
22124 22125 18 
21904 22126 14 
22125 22126 18 
21905 22127 20 
22126 22127 14 
21906 22128 11 
22127 22128 17 
21907 22129 10 
22128 22129 11 
21908 22130 12 
22129 22130 10 
21909 22131 19 
22130 22131 19 
21910 22132 13 
22131 22132 11 
21911 22133 17 
22132 22133 12 
21912 22134 16 
22133 22134 17 
21913 22135 12 
22134 22135 20 
21914 22136 12 
22135 22136 20 
21915 22137 16 
22136 22137 18 
21916 22138 14 
22137 22138 16 
21917 22139 17 
22138 22139 12 
21918 22140 16 
22139 22140 10 
21919 22141 16 
22140 22141 11 
21920 22142 14 
22141 22142 10 
21921 22143 19 
22142 22143 16 
21922 22144 10 
22143 22144 13 
21923 22145 13 
22144 22145 20 
21924 22146 17 
22145 22146 19 
21925 22147 16 
21926 22148 16 
22147 22148 16 
21927 22149 19 
22148 22149 17 
21928 22150 17 
22149 22150 12 
21929 22151 14 
22150 22151 11 
21930 22152 16 
22151 22152 15 
21931 22153 16 
22152 22153 14 
21932 22154 16 
22153 22154 19 
21933 22155 16 
22154 22155 20 
21934 22156 12 
22155 22156 11 
21935 22157 15 
22156 22157 19 
21936 22158 19 
22157 22158 20 
21937 22159 13 
22158 22159 14 
21938 22160 19 
22159 22160 10 
21939 22161 10 
22160 22161 11 
21940 22162 15 
22161 22162 12 
21941 22163 18 
22162 22163 15 
21942 22164 18 
22163 22164 12 
21943 22165 19 
22164 22165 17 
21944 22166 17 
22165 22166 15 
21945 22167 20 
22166 22167 12 
21946 22168 18 
22167 22168 11 
21947 22169 15 
22168 22169 15 
21948 22170 20 
22169 22170 12 
21949 22171 13 
22170 22171 17 
21950 22172 13 
22171 22172 13 
21951 22173 17 
22172 22173 18 
21952 22174 13 
22173 22174 11 
21953 22175 17 
22174 22175 19 
21954 22176 15 
22175 22176 12 
21955 22177 20 
22176 22177 13 
61218 22177 14 
21963 22178 10 
61174 22178 14 
61173 22178 19 
61124 22178 13 
21964 22179 16 
61171 22179 10 
21965 22180 12 
22179 22180 12 
21966 22181 15 
22180 22181 18 
61170 22181 13 
21967 22182 18 
61170 22182 11 
21968 22183 20 
22182 22183 10 
21969 22184 17 
22183 22184 15 
21970 22185 18 
22184 22185 13 
21971 22186 14 
22185 22186 12 
21972 22187 19 
22186 22187 18 
21973 22188 19 
22187 22188 16 
21974 22189 10 
22188 22189 19 
21975 22190 12 
22189 22190 10 
21976 22191 10 
22190 22191 19 
21977 22192 16 
22191 22192 16 
21978 22193 20 
22192 22193 19 
21979 22194 18 
22193 22194 13 
21980 22195 11 
22194 22195 11 
21981 22196 15 
22195 22196 17 
21982 22197 16 
22196 22197 10 
21983 22198 10 
22197 22198 20 
21984 22199 15 
22198 22199 14 
21985 22200 14 
22199 22200 11 
21986 22201 18 
22200 22201 13 
21987 22202 19 
22201 22202 14 
21988 22203 16 
22202 22203 10 
21989 22204 14 
22203 22204 10 
21990 22205 14 
22204 22205 18 
21991 22206 19 
22205 22206 17 
21992 22207 17 
22206 22207 19 
21993 22208 14 
22207 22208 19 
21994 22209 15 
22208 22209 12 
21995 22210 15 
22209 22210 17 
21996 22211 12 
22210 22211 12 
21997 22212 18 
22211 22212 12 
21998 22213 15 
22212 22213 17 
21999 22214 18 
22213 22214 10 
22000 22215 18 
22214 22215 17 
22001 22216 15 
22215 22216 20 
22002 22217 17 
22216 22217 10 
22003 22218 19 
22217 22218 17 
22004 22219 20 
22218 22219 10 
22005 22220 12 
22219 22220 16 
22006 22221 18 
22220 22221 18 
22007 22222 13 
22221 22222 10 
22008 22223 11 
22222 22223 20 
22009 22224 10 
22223 22224 16 
22010 22225 15 
22224 22225 17 
22011 22226 16 
22225 22226 19 
22012 22227 15 
22226 22227 13 
22013 22228 17 
22227 22228 14 
22014 22229 13 
22228 22229 14 
22015 22230 18 
22229 22230 19 
22016 22231 11 
22230 22231 11 
22017 22232 20 
22231 22232 19 
22018 22233 13 
22232 22233 13 
22019 22234 18 
22233 22234 18 
22020 22235 18 
22234 22235 13 
22021 22236 12 
22235 22236 10 
22022 22237 16 
22236 22237 19 
22023 22238 17 
22237 22238 16 
22024 22239 12 
22238 22239 10 
22025 22240 10 
22239 22240 11 
22026 22241 15 
22240 22241 19 
22027 22242 11 
22241 22242 20 
22028 22243 15 
22242 22243 19 
22029 22244 18 
22243 22244 20 
22030 22245 19 
22244 22245 16 
22031 22246 13 
22245 22246 19 
22032 22247 20 
22246 22247 10 
22033 22248 20 
22247 22248 19 
22034 22249 18 
22248 22249 20 
22035 22250 18 
22249 22250 10 
22036 22251 16 
22250 22251 18 
22037 22252 11 
22251 22252 10 
22038 22253 20 
22252 22253 19 
22039 22254 10 
22253 22254 18 
22040 22255 16 
22254 22255 11 
22041 22256 12 
22255 22256 13 
22042 22257 10 
22256 22257 18 
22043 22258 17 
22257 22258 18 
22044 22259 16 
22258 22259 19 
22045 22260 10 
22259 22260 19 
22046 22261 12 
22260 22261 13 
22047 22262 11 
22261 22262 12 
22048 22263 11 
22262 22263 11 
22049 22264 13 
22263 22264 19 
22050 22265 18 
22264 22265 19 
22051 22266 17 
22265 22266 12 
22052 22267 11 
22266 22267 16 
22053 22268 16 
22267 22268 18 
22054 22269 15 
22268 22269 15 
22055 22270 17 
22269 22270 19 
22056 22271 20 
22270 22271 11 
22057 22272 16 
22271 22272 20 
22058 22273 13 
22272 22273 19 
22059 22274 19 
22273 22274 12 
22060 22275 11 
22274 22275 16 
22061 22276 13 
22275 22276 16 
22062 22277 17 
22276 22277 19 
22063 22278 20 
22277 22278 14 
22064 22279 15 
22278 22279 10 
22065 22280 14 
22279 22280 18 
22066 22281 15 
22280 22281 17 
22067 22282 16 
22281 22282 12 
22068 22283 13 
22282 22283 18 
22069 22284 20 
22283 22284 15 
22070 22285 10 
22284 22285 15 
22071 22286 17 
22285 22286 16 
22072 22287 10 
22286 22287 14 
22073 22288 19 
22287 22288 19 
22074 22289 12 
22288 22289 15 
22075 22290 20 
22289 22290 10 
22076 22291 14 
22290 22291 13 
22077 22292 12 
22291 22292 10 
22078 22293 14 
22292 22293 16 
22079 22294 20 
22293 22294 15 
22080 22295 16 
22294 22295 10 
22081 22296 18 
22295 22296 18 
22082 22297 11 
22296 22297 10 
22083 22298 20 
22297 22298 14 
22084 22299 16 
22298 22299 11 
22085 22300 17 
22299 22300 17 
22086 22301 14 
22300 22301 16 
22087 22302 19 
22301 22302 15 
22088 22303 13 
22302 22303 19 
22089 22304 19 
22303 22304 11 
22090 22305 10 
22304 22305 15 
22091 22306 14 
22305 22306 10 
22092 22307 19 
22306 22307 12 
22093 22308 18 
22307 22308 18 
22094 22309 17 
22308 22309 14 
22095 22310 17 
22309 22310 13 
22096 22311 16 
22310 22311 12 
22097 22312 14 
22311 22312 18 
22098 22313 18 
22312 22313 14 
22099 22314 17 
22313 22314 16 
22100 22315 17 
22314 22315 14 
22101 22316 11 
22315 22316 13 
22102 22317 16 
22316 22317 12 
22103 22318 18 
22317 22318 14 
22104 22319 14 
22318 22319 16 
22105 22320 17 
22319 22320 18 
22106 22321 15 
22320 22321 16 
22107 22322 11 
22321 22322 15 
22108 22323 16 
22322 22323 14 
22109 22324 11 
22323 22324 12 
22110 22325 19 
22324 22325 15 
22111 22326 18 
22325 22326 19 
22112 22327 13 
22326 22327 12 
22113 22328 16 
22327 22328 17 
22114 22329 11 
22328 22329 17 
22115 22330 12 
22329 22330 11 
22116 22331 14 
22330 22331 12 
22117 22332 17 
22331 22332 14 
22118 22333 20 
22332 22333 20 
22119 22334 13 
22333 22334 10 
22120 22335 19 
22334 22335 19 
22121 22336 14 
22335 22336 19 
22122 22337 11 
22336 22337 17 
22123 22338 19 
22337 22338 14 
22124 22339 15 
22338 22339 17 
22125 22340 20 
22339 22340 13 
22126 22341 17 
22340 22341 12 
22127 22342 12 
22341 22342 15 
22128 22343 20 
22342 22343 12 
22129 22344 16 
22343 22344 17 
22130 22345 10 
22344 22345 19 
22131 22346 19 
22345 22346 13 
22132 22347 18 
22346 22347 11 
22133 22348 19 
22347 22348 12 
22134 22349 16 
22348 22349 17 
22135 22350 12 
22349 22350 18 
22136 22351 18 
22350 22351 16 
22137 22352 17 
22351 22352 16 
22138 22353 11 
22352 22353 12 
22139 22354 10 
22353 22354 19 
22140 22355 16 
22354 22355 17 
22141 22356 13 
22355 22356 18 
22142 22357 16 
22356 22357 13 
22143 22358 12 
22357 22358 19 
22144 22359 12 
22358 22359 15 
22145 22360 14 
22359 22360 11 
22146 22361 20 
22360 22361 16 
22147 22362 12 
22148 22363 20 
22362 22363 17 
22149 22364 15 
22363 22364 20 
22150 22365 14 
22364 22365 15 
22151 22366 15 
22365 22366 16 
22152 22367 20 
22366 22367 16 
22153 22368 18 
22367 22368 10 
22154 22369 12 
22368 22369 11 
22155 22370 20 
22369 22370 19 
22156 22371 11 
22370 22371 12 
22157 22372 16 
22371 22372 14 
22158 22373 11 
22372 22373 16 
22159 22374 20 
22373 22374 20 
22160 22375 19 
22374 22375 14 
22161 22376 20 
22375 22376 12 
22162 22377 16 
22376 22377 19 
22163 22378 15 
22377 22378 17 
22164 22379 15 
22378 22379 18 
22165 22380 14 
22379 22380 14 
22166 22381 17 
22380 22381 11 
22167 22382 16 
22381 22382 11 
22168 22383 17 
22382 22383 18 
22169 22384 15 
22383 22384 20 
22170 22385 20 
22384 22385 12 
22171 22386 15 
22385 22386 17 
22172 22387 16 
22386 22387 11 
22173 22388 10 
22387 22388 17 
22174 22389 15 
22388 22389 10 
22175 22390 14 
22389 22390 12 
22176 22391 16 
22390 22391 15 
22177 22392 15 
22391 22392 20 
61169 22392 13 
22179 22393 16 
61121 22393 11 
61070 22393 16 
22180 22394 15 
22393 22394 13 
22181 22395 13 
22394 22395 20 
61120 22395 18 
22182 22396 16 
61120 22396 14 
22183 22397 18 
22396 22397 17 
22184 22398 17 
22397 22398 10 
22185 22399 13 
22398 22399 16 
22186 22400 15 
22399 22400 15 
22187 22401 12 
22400 22401 18 
22188 22402 13 
22401 22402 14 
22189 22403 11 
22402 22403 18 
22190 22404 15 
22403 22404 15 
22191 22405 20 
22404 22405 17 
22192 22406 11 
22405 22406 18 
22193 22407 20 
22406 22407 13 
22194 22408 16 
22407 22408 14 
22195 22409 10 
22408 22409 15 
22196 22410 10 
22409 22410 14 
22197 22411 17 
22410 22411 11 
22198 22412 14 
22411 22412 17 
22199 22413 15 
22412 22413 16 
22200 22414 20 
22413 22414 20 
22201 22415 20 
22414 22415 12 
22202 22416 11 
22415 22416 18 
22203 22417 11 
22416 22417 17 
22204 22418 11 
22417 22418 15 
22205 22419 11 
22418 22419 18 
22206 22420 10 
22419 22420 11 
22207 22421 11 
22420 22421 20 
22208 22422 10 
22421 22422 17 
22209 22423 15 
22422 22423 17 
22210 22424 20 
22423 22424 17 
22211 22425 17 
22424 22425 13 
22212 22426 12 
22425 22426 11 
22213 22427 10 
22426 22427 16 
22214 22428 18 
22427 22428 10 
22215 22429 11 
22428 22429 13 
22216 22430 19 
22429 22430 15 
22217 22431 16 
22430 22431 14 
22218 22432 10 
22431 22432 19 
22219 22433 14 
22432 22433 19 
22220 22434 14 
22433 22434 19 
22221 22435 17 
22434 22435 14 
22222 22436 17 
22435 22436 19 
22223 22437 17 
22436 22437 13 
22224 22438 19 
22437 22438 15 
22225 22439 19 
22438 22439 13 
22226 22440 13 
22439 22440 16 
22227 22441 19 
22440 22441 14 
22228 22442 19 
22441 22442 10 
22229 22443 14 
22442 22443 10 
22230 22444 16 
22443 22444 16 
22231 22445 13 
22444 22445 12 
22232 22446 15 
22445 22446 12 
22233 22447 15 
22446 22447 17 
22234 22448 15 
22447 22448 13 
22235 22449 11 
22448 22449 12 
22236 22450 15 
22449 22450 10 
22237 22451 14 
22450 22451 17 
22238 22452 13 
22451 22452 20 
22239 22453 18 
22452 22453 16 
22240 22454 13 
22453 22454 11 
22241 22455 13 
22454 22455 18 
22242 22456 11 
22455 22456 16 
22243 22457 14 
22456 22457 18 
22244 22458 15 
22457 22458 18 
22245 22459 13 
22458 22459 16 
22246 22460 20 
22459 22460 16 
22247 22461 14 
22460 22461 17 
22248 22462 18 
22461 22462 18 
22249 22463 15 
22462 22463 11 
22250 22464 17 
22463 22464 17 
22251 22465 15 
22464 22465 19 
22252 22466 19 
22465 22466 13 
22253 22467 10 
22466 22467 11 
22254 22468 17 
22467 22468 10 
22255 22469 17 
22468 22469 15 
22256 22470 14 
22469 22470 20 
22257 22471 17 
22470 22471 10 
22258 22472 15 
22471 22472 16 
22259 22473 10 
22472 22473 14 
22260 22474 20 
22473 22474 11 
22261 22475 16 
22474 22475 10 
22262 22476 13 
22475 22476 12 
22263 22477 18 
22476 22477 20 
22264 22478 20 
22477 22478 12 
22265 22479 16 
22478 22479 13 
22266 22480 15 
22479 22480 12 
22267 22481 14 
22480 22481 15 
22268 22482 20 
22481 22482 13 
22269 22483 10 
22482 22483 16 
22270 22484 16 
22483 22484 18 
22271 22485 13 
22484 22485 16 
22272 22486 14 
22485 22486 13 
22273 22487 11 
22486 22487 13 
22274 22488 10 
22487 22488 11 
22275 22489 18 
22488 22489 11 
22276 22490 15 
22489 22490 18 
22277 22491 15 
22490 22491 20 
22278 22492 14 
22491 22492 14 
22279 22493 13 
22492 22493 17 
22280 22494 13 
22493 22494 17 
22281 22495 17 
22494 22495 19 
22282 22496 12 
22495 22496 14 
22283 22497 14 
22496 22497 10 
22284 22498 15 
22497 22498 19 
22285 22499 17 
22498 22499 14 
22286 22500 13 
22499 22500 18 
22287 22501 17 
22500 22501 13 
22288 22502 11 
22501 22502 18 
22289 22503 12 
22502 22503 16 
22290 22504 14 
22503 22504 14 
22291 22505 18 
22504 22505 11 
22292 22506 15 
22505 22506 20 
22293 22507 20 
22506 22507 10 
22294 22508 13 
22507 22508 16 
22295 22509 12 
22508 22509 17 
22296 22510 15 
22509 22510 12 
22297 22511 17 
22510 22511 15 
22298 22512 15 
22511 22512 14 
22299 22513 11 
22512 22513 13 
22300 22514 13 
22513 22514 17 
22301 22515 15 
22514 22515 16 
22302 22516 16 
22515 22516 19 
22303 22517 18 
22516 22517 13 
22304 22518 13 
22517 22518 20 
